sample_id,row,col,lulc_label,class_id,split
152,2263,2546,80,5,train
153,1493,4018,10,0,train
154,1106,2263,30,1,train
155,1309,4544,60,4,train
156,2317,4117,40,2,val
157,664,1154,30,1,test
158,2182,342,60,4,test
159,421,3134,10,0,train
160,1802,3818,30,1,val
161,1742,4389,50,3,train
162,2667,5551,30,1,train
163,576,978,10,0,train
164,1495,629,40,2,train
165,2360,2167,80,5,train
166,1696,718,60,4,test
167,624,3672,30,1,test
168,2005,4680,10,0,train
169,1565,5350,50,3,test
170,1133,4519,50,3,train
171,427,1132,10,0,test
172,267,1947,30,1,test
173,2290,5523,10,0,test
174,2449,1508,50,3,val
175,2323,2129,80,5,train
176,1963,1730,60,4,test
177,1865,165,60,4,train
178,1951,2816,80,5,train
179,851,4253,40,2,train
180,2253,2561,80,5,val
181,722,3495,10,0,test
182,3052,471,60,4,val
183,2823,2505,60,4,test
184,1494,4822,50,3,train
185,2132,2685,80,5,test
186,609,565,40,2,train
187,950,84,50,3,val
188,1574,5426,40,2,train
189,1215,4290,50,3,test
190,1031,507,30,1,train
191,2205,1469,30,1,train
192,2614,2011,50,3,train
193,2292,3323,40,2,train
194,2385,2153,80,5,train
195,1549,4968,40,2,train
196,1581,1867,30,1,train
197,1628,2834,80,5,train
198,2938,766,80,5,train
199,2128,346,60,4,val
200,2945,3348,30,1,train
201,1213,5350,40,2,train
202,980,3370,60,4,val
203,1415,5346,50,3,train
204,2055,2653,80,5,train
205,1479,5114,40,2,train
206,2970,718,80,5,train
207,2673,3053,60,4,train
208,2837,5308,30,1,val
209,2122,4545,50,3,train
210,1708,4654,10,0,val
211,1611,290,60,4,test
212,264,1787,10,0,train
213,151,2381,10,0,train
214,594,4501,40,2,train
215,2134,4312,50,3,train
216,2149,387,40,2,test
217,1829,3643,40,2,train
218,2532,415,60,4,train
219,2154,371,60,4,train
220,2009,903,50,3,train
221,2078,2787,80,5,train
222,1379,1431,10,0,test
223,2288,2216,80,5,test
224,847,5487,50,3,train
225,856,4012,40,2,train
226,989,3869,40,2,test
227,2855,3865,30,1,train
228,2293,3904,50,3,train
229,2205,2938,40,2,train
230,60,2664,10,0,train
231,222,3021,30,1,train
232,689,4283,40,2,train
233,2037,1907,50,3,train
234,1363,4866,50,3,test
235,457,3910,10,0,train
236,2713,3265,60,4,val
237,1728,5387,30,1,val
238,2777,2786,50,3,train
239,2290,1359,50,3,train
240,1777,2657,80,5,train
241,1642,1754,60,4,train
242,2068,4514,10,0,test
243,2234,3535,40,2,train
244,2428,5508,10,0,test
245,2478,1805,80,5,train
246,1844,4505,60,4,train
247,2828,215,10,0,test
248,953,5544,40,2,train
249,891,4974,50,3,test
250,526,4320,40,2,train
251,1478,3869,40,2,train
252,2793,825,80,5,train
253,2620,134,40,2,train
254,1746,1593,30,1,test
255,2765,4543,30,1,val
256,2123,2529,80,5,train
257,797,2615,10,0,val
258,2671,4041,30,1,train
259,2901,781,80,5,train
260,104,3153,10,0,val
261,482,1816,30,1,train
262,3011,3989,30,1,train
263,840,2659,10,0,train
264,2290,4750,10,0,train
265,2279,1795,10,0,train
266,2186,4403,40,2,train
267,2060,2544,80,5,val
268,1195,2348,60,4,train
269,2807,612,60,4,train
270,1679,2559,80,5,test
271,1287,2726,10,0,train
272,1490,2403,40,2,train
273,2844,869,80,5,train
274,2983,1697,60,4,train
275,320,3628,10,0,test
276,1298,142,30,1,train
277,1411,3300,80,5,train
278,995,1560,10,0,train
279,2300,2366,80,5,val
280,560,2538,10,0,train
281,516,5324,50,3,val
282,2991,4277,30,1,train
283,1559,4679,40,2,train
284,1907,1280,30,1,train
285,1129,4027,40,2,train
286,442,4416,10,0,train
287,2750,5210,30,1,train
288,2451,3763,60,4,train
289,2730,718,80,5,train
290,2979,117,50,3,train
291,2469,3822,60,4,train
292,2160,1226,60,4,train
293,244,2451,10,0,train
294,662,3535,30,1,train
295,1956,441,50,3,train
296,2169,2421,80,5,train
297,1466,255,60,4,train
298,866,4806,10,0,val
299,847,135,60,4,train
300,2491,1353,40,2,train
301,352,318,30,1,val
302,2102,1339,30,1,train
303,3046,299,80,5,val
304,309,4697,10,0,train
305,1169,3690,80,5,train
306,1606,5438,40,2,val
307,2336,2257,80,5,train
308,1639,3481,40,2,val
309,2586,1316,80,5,train
310,261,4539,30,1,val
311,2249,1358,50,3,test
312,288,795,30,1,train
313,405,1202,30,1,test
314,588,1635,10,0,val
315,2130,2543,80,5,train
316,170,915,30,1,train
317,203,3894,10,0,train
318,3010,2074,30,1,train
319,1492,4590,40,2,train
320,2973,4332,30,1,train
321,1006,5199,30,1,val
322,2047,2971,80,5,train
323,2875,1703,30,1,train
324,2638,3992,60,4,train
325,1764,3605,50,3,train
326,1311,2429,60,4,train
327,53,1972,10,0,train
328,1150,277,30,1,test
329,2703,790,60,4,train
330,2347,4255,60,4,train
331,2800,1103,60,4,val
332,1035,3330,40,2,val
333,2147,2392,80,5,train
334,1758,118,50,3,train
335,3026,590,80,5,val
336,1759,1909,30,1,train
337,2902,3290,30,1,train
338,894,2828,10,0,train
339,289,1005,60,4,train
340,2270,330,60,4,train
341,413,2448,10,0,test
342,2651,2455,30,1,train
343,287,4519,10,0,val
344,870,2902,10,0,train
345,1727,595,50,3,train
346,2379,3814,40,2,train
347,1572,4886,40,2,test
348,2009,1762,50,3,val
349,2701,3340,40,2,test
350,72,5188,10,0,train
351,2221,2060,80,5,train
352,975,1401,30,1,train
353,1001,4767,60,4,train
354,2402,2056,80,5,test
355,2202,3916,60,4,test
356,2156,1855,50,3,train
357,1800,2905,80,5,test
358,2732,736,80,5,train
359,2667,4723,10,0,train
360,2754,808,80,5,train
361,1542,3591,40,2,val
362,2606,4197,30,1,train
363,85,1183,30,1,test
364,860,5182,40,2,train
365,995,2213,30,1,train
366,2017,2598,80,5,train
367,2310,150,60,4,train
368,1108,3280,30,1,test
369,652,102,50,3,train
370,2512,3117,30,1,val
371,814,785,40,2,test
372,2577,1510,80,5,val
373,1897,4007,50,3,test
374,1921,5316,10,0,test
375,1912,286,60,4,train
376,1395,5186,50,3,test
377,1245,4442,10,0,train
378,2577,3501,40,2,val
379,760,3573,50,3,val
380,1636,4984,50,3,train
381,1999,615,50,3,test
382,1675,5553,40,2,test
383,2468,1535,80,5,train
384,2108,2770,80,5,train
385,679,1177,30,1,val
386,1857,2682,80,5,train
387,1990,2668,80,5,train
388,163,4377,10,0,val
389,1477,5189,50,3,train
390,1814,545,60,4,test
391,2115,2958,80,5,train
392,2571,657,40,2,train
393,2255,2451,80,5,train
394,244,1366,30,1,train
395,2313,2159,80,5,train
396,852,2961,30,1,train
397,2720,1634,50,3,val
398,630,3253,10,0,test
399,2808,1553,50,3,test
400,2238,2282,80,5,val
401,1757,3189,80,5,train
402,2535,3521,40,2,val
403,2102,2578,80,5,train
404,798,570,40,2,train
405,648,139,40,2,test
406,3007,5225,30,1,train
407,2390,1363,60,4,train
408,701,823,30,1,train
409,1134,2823,60,4,val
410,448,472,30,1,test
411,2125,551,60,4,train
412,170,4923,10,0,train
413,1363,728,50,3,train
414,3008,3103,60,4,test
415,1430,2035,30,1,test
416,2187,532,40,2,val
417,1717,470,30,1,train
418,2232,4892,50,3,train
419,911,5384,50,3,train
420,2390,3806,60,4,test
421,2931,843,80,5,train
422,2629,3244,60,4,test
423,252,1743,10,0,test
424,1840,887,30,1,test
425,1715,2070,10,0,train
426,1079,3952,50,3,train
427,2046,4690,40,2,train
428,1779,1778,10,0,train
429,2413,2328,80,5,train
430,1905,4691,60,4,test
431,2807,318,40,2,test
432,2051,3382,40,2,test
433,1631,3702,50,3,train
434,1959,1167,30,1,train
435,1463,785,30,1,train
436,3034,1741,50,3,train
437,156,4919,10,0,val
438,476,567,50,3,train
439,55,984,10,0,test
440,2978,1785,50,3,train
441,567,1811,10,0,train
442,834,1368,30,1,train
443,195,3715,10,0,train
444,2089,845,50,3,train
445,1475,2044,60,4,train
446,2505,1652,80,5,train
447,799,3185,10,0,train
448,1180,2520,30,1,test
449,900,1668,60,4,train
450,1038,5348,40,2,train
451,2899,1972,50,3,train
452,1540,2790,80,5,test
453,2101,4190,30,1,train
454,2465,1428,60,4,test
455,2787,1248,40,2,test
456,1562,3036,80,5,test
457,2619,4828,10,0,val
458,1789,1846,60,4,train
459,2644,4443,30,1,test
460,324,4593,10,0,test
461,222,2793,10,0,train
462,371,83,10,0,train
463,2354,2980,60,4,train
464,442,3503,10,0,val
465,2705,2531,50,3,val
466,2387,1688,60,4,train
467,624,5380,40,2,val
468,1944,1411,30,1,test
469,299,153,30,1,train
470,1299,3714,30,1,train
471,1314,4504,60,4,val
472,2599,1387,80,5,train
473,2494,3754,50,3,train
474,2890,3405,30,1,train
475,1226,3499,40,2,train
476,405,4761,50,3,train
477,1249,3646,60,4,test
478,1484,4448,50,3,train
479,1570,1853,30,1,test
480,1545,2331,40,2,train
481,1827,3274,30,1,val
482,1537,4348,50,3,test
483,2050,2219,80,5,train
484,1930,2422,80,5,val
485,2265,3205,60,4,train
486,2172,957,60,4,train
487,91,987,30,1,train
488,2614,2745,30,1,val
489,2933,1266,40,2,train
490,1305,1622,10,0,val
491,2338,2094,80,5,train
492,1873,4755,10,0,train
493,2246,2235,80,5,train
494,2405,4907,30,1,val
495,2993,2145,40,2,test
496,1781,4474,40,2,train
497,1982,579,50,3,val
498,1987,5527,30,1,train
499,1795,1761,10,0,train
500,1695,5045,40,2,train
501,1665,639,40,2,train
502,1757,2899,80,5,train
503,2179,1838,50,3,train
504,1906,340,50,3,train
505,1109,3735,80,5,train
506,1478,2700,10,0,train
507,1796,1903,30,1,train
508,714,5442,40,2,train
509,1517,221,30,1,test
510,153,2615,10,0,train
511,1194,3302,60,4,train
512,2475,5371,10,0,train
513,1133,2721,60,4,train
514,1985,4021,50,3,train
515,1220,2353,50,3,train
516,2232,3935,50,3,train
517,1779,2750,80,5,test
518,852,139,60,4,train
519,512,2581,60,4,train
520,1865,2670,80,5,train
521,635,4287,50,3,train
522,3049,892,50,3,test
523,2141,5390,10,0,train
524,1798,1592,30,1,train
525,674,4336,40,2,val
526,2860,2754,30,1,train
527,476,3145,10,0,train
528,267,3017,10,0,train
529,815,4500,50,3,train
530,1550,3060,80,5,val
531,1374,1098,10,0,train
532,2743,4605,10,0,train
533,82,2251,30,1,train
534,2707,5011,10,0,train
535,1058,1037,50,3,val
536,329,4806,30,1,train
537,2844,2758,30,1,test
538,22,1495,30,1,train
539,321,1214,30,1,train
540,2825,3305,60,4,train
541,2119,294,60,4,train
542,2969,4449,30,1,train
543,1940,506,40,2,train
544,2731,4788,10,0,test
545,801,5389,60,4,test
546,2781,2774,50,3,train
547,2403,1754,80,5,train
548,2892,2171,40,2,train
549,896,3635,30,1,test
550,688,4562,40,2,test
551,2870,2929,50,3,train
552,529,2461,10,0,train
553,480,129,60,4,train
554,1910,433,60,4,train
555,927,4308,50,3,test
556,2045,127,60,4,train
557,1904,1507,30,1,val
558,494,3785,60,4,train
559,1725,1490,30,1,val
560,2504,3640,60,4,train
561,1927,2381,80,5,train
562,1283,4646,50,3,train
563,593,4959,30,1,test
564,1118,5509,80,5,train
565,2216,2480,80,5,train
566,876,5043,40,2,test
567,1576,3341,80,5,train
568,1536,4800,50,3,train
569,2693,3816,60,4,train
570,296,4386,10,0,train
571,2505,387,60,4,train
572,856,2006,10,0,train
573,2742,1989,50,3,train
574,1929,2441,80,5,test
575,678,2032,10,0,train
576,753,3452,10,0,train
577,1167,4111,40,2,train
578,1010,4798,40,2,train
579,2557,3176,50,3,train
580,1974,457,50,3,train
581,1881,1080,50,3,val
582,2324,3792,60,4,train
583,733,4773,50,3,train
584,783,402,40,2,train
585,2166,4857,10,0,train
586,2213,2306,80,5,train
587,2203,3154,40,2,train
588,584,888,30,1,train
589,1255,4268,40,2,train
590,1662,2736,80,5,train
591,905,2932,30,1,val
592,1311,4658,50,3,train
593,2298,2936,60,4,test
594,2196,3846,50,3,train
595,1648,3459,40,2,train
596,2219,2474,80,5,train
597,1852,2324,80,5,val
598,2820,824,80,5,test
599,3034,3457,30,1,train
600,2161,1165,50,3,train
601,1585,4368,10,0,train
602,2616,590,40,2,train
603,2117,2388,80,5,train
604,1198,2577,40,2,train
605,145,5045,30,1,test
606,1750,74,50,3,train
607,2381,3025,60,4,train
608,2899,2945,60,4,train
609,245,2774,60,4,test
610,995,4861,50,3,val
611,566,3004,10,0,val
612,2416,3482,60,4,test
613,1171,4640,50,3,test
614,2682,5080,10,0,train
615,1093,562,30,1,train
616,1917,621,60,4,train
617,2401,4240,60,4,train
618,1321,430,30,1,train
619,1270,5528,40,2,train
620,2149,5548,30,1,train
621,2345,2961,60,4,test
622,1775,1123,30,1,train
623,1502,398,60,4,train
624,3048,4024,30,1,val
625,2488,1276,80,5,train
626,2182,2493,80,5,train
627,1591,5495,10,0,train
628,1724,1402,30,1,test
629,479,2386,10,0,test
630,2766,1062,80,5,train
631,573,5187,40,2,test
632,314,3217,10,0,train
633,2505,405,60,4,test
634,427,515,30,1,train
635,279,3217,10,0,val
636,479,1123,10,0,train
637,1532,3078,80,5,train
638,1370,4426,60,4,train
639,2034,683,50,3,test
640,2153,3057,10,0,train
641,2959,3584,30,1,train
642,2887,3586,30,1,train
643,2893,939,60,4,train
644,1812,133,30,1,test
645,491,2580,60,4,train
646,2376,3524,50,3,val
647,2123,5232,10,0,train
648,1304,2602,50,3,train
649,534,1587,30,1,train
650,2514,1982,60,4,train
651,559,1568,30,1,train
652,2969,1015,60,4,test
653,690,1509,30,1,train
654,2415,1953,80,5,train
655,1353,487,30,1,val
656,2963,526,80,5,train
657,904,1563,30,1,train
658,1348,3733,80,5,train
659,2364,3460,50,3,val
660,2945,2975,40,2,train
661,1561,4102,50,3,train
662,2151,569,60,4,train
663,2097,2365,80,5,train
664,303,2204,30,1,train
665,2594,2476,50,3,test
666,137,611,10,0,train
667,2853,1604,50,3,train
668,650,1388,30,1,val
669,2489,5550,50,3,train
670,332,3150,10,0,train
671,603,2160,10,0,train
672,1112,2236,30,1,val
673,2651,2115,30,1,train
674,1264,3045,40,2,train
675,1965,2780,80,5,train
676,2659,4530,10,0,train
677,2748,4749,10,0,test
678,2242,3938,60,4,train
679,2648,3616,30,1,train
680,2728,2197,50,3,train
681,2972,2167,40,2,train
682,184,1748,10,0,val
683,84,1862,30,1,train
684,1485,2531,50,3,train
685,3022,3913,30,1,train
686,85,4122,10,0,train
687,2310,3126,40,2,train
688,317,1999,40,2,train
689,491,460,40,2,train
690,2789,4627,30,1,train
691,156,1703,10,0,val
692,1009,4991,60,4,train
693,108,4967,80,5,test
694,901,3787,30,1,train
695,1779,2942,80,5,train
696,2445,1977,40,2,train
697,910,2877,30,1,train
698,642,1199,30,1,test
699,1431,4778,50,3,train
700,2935,1621,60,4,train
701,1616,4554,50,3,val
702,1957,1718,30,1,train
703,1931,1782,30,1,train
704,2147,2897,80,5,val
705,1295,1390,10,0,val
706,199,4668,10,0,val
707,2051,1327,30,1,train
708,160,628,30,1,test
709,2313,2082,80,5,train
710,2183,4850,10,0,val
711,1891,2301,80,5,train
712,310,4726,10,0,test
713,1139,4475,60,4,val
714,581,181,30,1,train
715,100,4036,10,0,train
716,1246,3147,40,2,train
717,3018,4873,30,1,train
718,2530,3258,40,2,test
719,1849,2684,80,5,train
720,912,4942,60,4,train
721,113,1469,30,1,train
722,2107,1141,60,4,train
723,594,1076,30,1,train
724,1808,2110,50,3,val
725,267,1262,10,0,test
726,1835,933,30,1,val
727,2724,1461,60,4,train
728,1555,1646,10,0,train
729,142,168,30,1,train
730,2936,1216,60,4,train
731,1655,872,30,1,val
732,1220,1689,30,1,train
733,1958,873,60,4,train
734,971,223,50,3,test
735,1293,4105,50,3,train
736,3021,1086,60,4,train
737,2866,2984,60,4,train
738,1763,752,60,4,train
739,1864,803,60,4,train
740,2065,886,50,3,train
741,2596,1977,40,2,val
742,972,1153,30,1,train
743,902,2727,10,0,train
744,2905,3047,60,4,train
745,3011,3976,30,1,val
746,510,2554,10,0,train
747,2229,4816,50,3,train
748,1822,1755,30,1,train
749,2256,334,60,4,test
750,2106,4149,50,3,test
751,1572,378,50,3,val
752,1537,2768,80,5,test
753,2950,5039,30,1,train
754,57,2634,10,0,test
755,3000,1337,40,2,train
756,960,1312,50,3,test
757,2746,4162,60,4,train
758,2902,2622,30,1,train
759,2527,1550,80,5,test
760,2076,1910,40,2,train
761,1062,201,40,2,train
762,2338,4376,10,0,train
763,500,910,40,2,val
764,2915,4461,30,1,train
765,224,72,60,4,train
766,1224,250,30,1,test
767,2179,1390,30,1,val
768,548,2262,10,0,train
769,2514,2817,60,4,train
770,2819,4130,60,4,train
771,2948,2678,10,0,train
772,1982,2243,80,5,val
773,926,3776,30,1,train
774,1723,2853,80,5,train
775,221,24,30,1,test
776,2627,1241,80,5,train
777,1691,3758,10,0,val
778,571,4030,50,3,train
779,3045,569,80,5,train
780,2813,225,40,2,train
781,2166,1576,40,2,train
782,1014,764,40,2,train
783,1184,2021,30,1,train
784,2447,3790,50,3,train
785,2829,3333,40,2,train
786,569,4032,50,3,train
787,896,321,40,2,train
788,2060,4455,60,4,train
789,1117,2294,60,4,val
790,1094,4880,50,3,val
791,1118,4375,50,3,train
792,961,286,40,2,train
793,2274,2436,80,5,train
794,1446,1286,30,1,train
795,407,1810,10,0,train
796,2288,2540,80,5,val
797,1622,1522,30,1,train
798,2531,4198,40,2,train
799,2385,5061,10,0,train
800,2955,2950,50,3,val
801,357,4574,10,0,test
802,91,1198,40,2,train
803,393,2373,10,0,train
804,2168,1919,50,3,train
805,2934,5392,30,1,test
806,2547,4848,10,0,train
807,2495,2192,40,2,train
808,1051,4999,10,0,train
809,239,690,30,1,train
810,1835,559,60,4,train
811,2463,722,40,2,val
812,1723,3036,80,5,train
813,2934,791,80,5,train
814,837,3586,50,3,train
815,1684,3181,80,5,train
816,2268,2486,80,5,val
817,1338,2389,40,2,train
818,1718,5461,30,1,train
819,972,4877,50,3,val
820,1255,570,60,4,train
821,1417,2980,80,5,test
822,103,3534,10,0,train
823,3011,5393,10,0,val
824,2271,2813,40,2,train
825,450,1990,30,1,val
826,1710,1505,60,4,val
827,93,5525,40,2,train
828,2720,1068,80,5,test
829,1841,3810,50,3,train
830,3002,1147,60,4,train
831,208,5070,80,5,train
832,1632,2993,80,5,test
833,1429,4362,30,1,train
834,490,4176,10,0,val
835,858,5354,40,2,test
836,2577,760,50,3,train
837,2950,3131,40,2,test
838,2164,1757,40,2,train
839,178,3093,10,0,train
840,417,2112,10,0,train
841,2226,4320,50,3,test
842,242,1162,30,1,train
843,244,5204,50,3,train
844,2750,926,80,5,train
845,2477,3157,60,4,train
846,2754,4644,10,0,train
847,1450,4241,10,0,train
848,3054,2551,60,4,val
849,571,2429,10,0,train
850,2779,5235,10,0,train
851,1475,4075,50,3,train
852,261,5092,30,1,train
853,950,3210,10,0,train
854,2250,204,50,3,train
855,1223,1852,30,1,train
856,1500,2226,50,3,test
857,2236,4066,50,3,train
858,1913,1965,10,0,val
859,1086,5455,40,2,train
860,247,1095,10,0,train
861,960,140,60,4,train
862,1668,1689,10,0,train
863,2917,2614,60,4,train
864,70,5396,40,2,test
865,1264,1584,30,1,train
866,2369,2718,40,2,test
867,2332,3734,50,3,train
868,342,2605,60,4,train
869,2004,2225,80,5,test
870,54,1479,30,1,train
871,2014,312,40,2,train
872,2125,533,60,4,test
873,2133,888,60,4,train
874,1224,2638,60,4,train
875,2605,5306,10,0,train
876,2496,849,40,2,val
877,2708,976,80,5,train
878,1222,4629,80,5,train
879,2520,890,60,4,train
880,2093,2769,80,5,val
881,2770,1869,60,4,train
882,91,2848,30,1,train
883,1038,3201,60,4,train
884,2616,2543,50,3,train
885,1399,4045,80,5,train
886,893,4710,10,0,train
887,1131,2462,60,4,val
888,2111,4015,60,4,train
889,3034,2528,60,4,test
890,1542,3123,80,5,train
891,1248,5153,60,4,train
892,2398,1467,50,3,test
893,1409,3303,80,5,train
894,1189,4408,50,3,val
895,1134,5232,60,4,train
896,2031,3994,50,3,train
897,756,4517,30,1,train
898,1593,2918,80,5,val
899,2452,2000,60,4,train
900,174,2604,10,0,test
901,2476,1716,80,5,val
902,1249,442,30,1,train
903,1938,1488,30,1,train
904,2791,868,80,5,train
905,2062,3831,50,3,train
906,2214,707,40,2,train
907,2173,2615,80,5,val
908,902,1533,30,1,train
909,2950,4927,10,0,val
910,1615,3195,60,4,train
911,1736,2167,50,3,train
912,1405,4200,80,5,train
913,2691,771,10,0,train
914,1235,4616,80,5,val
915,2579,3958,40,2,train
916,1946,2600,80,5,test
917,1360,3102,10,0,train
918,2818,804,80,5,train
919,783,3585,60,4,val
920,1440,3917,10,0,train
921,2561,1301,80,5,val
922,1342,680,40,2,train
923,1843,2629,80,5,train
924,2797,3337,60,4,train
925,672,2139,10,0,train
926,53,776,10,0,train
927,112,1879,10,0,train
928,1219,195,40,2,train
929,701,1698,30,1,train
930,578,5479,40,2,train
931,2231,138,60,4,train
932,2689,5421,10,0,train
933,1735,76,40,2,train
934,2162,2300,80,5,train
935,1251,1368,30,1,test
936,2954,547,80,5,train
937,968,3147,60,4,val
938,1023,4667,50,3,val
939,2253,2700,80,5,test
940,2409,2435,40,2,train
941,2655,3945,50,3,train
942,1182,518,30,1,train
943,2094,2700,80,5,train
944,1600,3367,40,2,train
945,1497,4738,50,3,test
946,2294,4273,50,3,train
947,625,2988,10,0,train
948,2876,2113,40,2,test
949,1317,1781,10,0,train
950,2469,127,60,4,test
951,2380,1819,80,5,val
952,20,2112,30,1,train
953,93,232,30,1,train
954,2016,1668,60,4,train
955,693,423,40,2,test
956,252,918,30,1,val
957,2393,2143,80,5,train
958,1074,2967,40,2,train
959,2059,1655,50,3,val
960,2845,2455,40,2,test
961,1622,2024,40,2,test
962,2301,3760,50,3,val
963,2619,1094,80,5,train
964,944,2974,50,3,val
965,1006,3864,40,2,train
966,1453,4484,50,3,test
967,264,1452,50,3,train
968,962,3379,50,3,train
969,2971,1251,60,4,train
970,1334,4959,50,3,test
971,2063,4386,60,4,train
972,1890,2713,80,5,train
973,2961,4200,30,1,train
974,2398,343,60,4,val
975,1020,4302,10,0,train
976,156,1396,10,0,val
977,2045,4081,40,2,test
978,1373,2175,60,4,train
979,2860,1479,50,3,train
980,1817,684,50,3,train
981,1297,3590,80,5,train
982,2534,4137,60,4,train
983,855,4586,50,3,train
984,2240,257,60,4,train
985,2090,2220,80,5,train
986,2522,4526,10,0,train
987,193,2565,30,1,val
988,2921,3840,30,1,train
989,409,1532,10,0,train
990,2131,4963,40,2,train
991,2571,1583,80,5,train
992,1209,3404,60,4,train
993,1200,5227,30,1,val
994,1163,323,60,4,train
995,598,3424,10,0,train
996,2002,900,50,3,test
997,1633,5221,50,3,train
998,664,1882,10,0,test
999,2273,2570,80,5,train
1000,1742,2564,80,5,val
1001,2296,2397,80,5,train
1002,3023,1565,60,4,test
1003,2154,2762,80,5,train
1004,1246,2658,50,3,train
1005,78,5209,10,0,train
1006,2037,228,40,2,train
1007,1651,2268,50,3,val
1008,2170,3623,50,3,train
1009,2185,1702,40,2,test
1010,1879,4224,50,3,train
1011,1143,2283,60,4,train
1012,1460,2435,40,2,train
1013,2001,1869,30,1,train
1014,1994,524,50,3,train
1015,1889,1082,50,3,train
1016,395,943,60,4,test
1017,667,1773,30,1,train
1018,972,3483,40,2,train
1019,613,1347,30,1,train
1020,1329,2693,60,4,train
1021,204,4661,30,1,val
1022,2543,1302,80,5,train
1023,2764,941,80,5,train
1024,52,5156,10,0,train
1025,2907,5362,30,1,val
1026,2535,278,60,4,test
1027,1464,3133,80,5,test
